Location,Device_ID,Meter_Name,Time,Model,Watts_Total,Watts_R_Ph,Watts_Y_Ph,Watts_B_Ph,PF_Ave,PF_R_Ph,PF_Y_Ph,PF_B_Ph,VLN_average,V_R_Ph,V_Y_Ph,V_B_Ph,A_average,A_R_Ph,A_Y_Ph,A_B_Ph,Frequency,Wh_received,Load_Hours_Delivered,No_of_interruption,On_Hours,V_R_Harmonics,V_Y_Harmonics,V_B_Harmonics,A_R_Harmonics,A_Y_Harmonics,A_B_Harmonics
LAUNDROMAT,2,M3_2,2025-09-03 20:39:19,LG6400,2574.75,1150.06,842.40,582.29,0.98,1,0.96,0.99,218.45,211.49,215.46,228.40,4.03,5.46,4.06,2.57,50.19,2460.84,139.32,0,167.80,0.42,2.10,1.37,0.42,5.88,0.73
LAUNDROMAT,1,M3_1,2025-09-03 20:39:24,LG6400,875.78,239.14,340.22,296.43,0.98,0.99,0.98,0.95,233.66,233.13,239.59,228.26,1.28,1.03,1.44,1.36,49.94,2717.23,148.96,1,118.91,1.23,3.09,2.14,4.97,7.95,0.12
LAUNDROMAT,2,M3_2,2025-09-03 20:39:24,LG6400,1942.53,855.37,431.92,655.24,0.96,0.97,0.96,0.95,218.15,215.46,223.39,215.60,3.10,4.10,2.01,3.19,50.40,2464.85,139.35,0,167.84,3.27,1.78,3.74,2.96,7.40,4.60
LAUNDROMAT,1,M3_1,2025-09-03 20:39:29,LG6400,1404.07,274.71,374.26,755.09,0.97,0.98,0.97,0.95,223.82,215.37,227.62,228.46,2.16,1.30,1.70,3.47,50.37,2720.51,149,1,118.95,3.57,2.53,3.48,7.80,0.86,1.45
LAUNDROMAT,2,M3_2,2025-09-03 20:39:29,LG6400,2299.28,452.75,806.76,1039.77,0.98,0.97,0.97,1,216.01,221.78,212.43,213.83,3.63,2.10,3.92,4.88,50.36,2469.31,139.37,0,167.88,3.31,1.72,4.37,1.56,2.85,6.45
LAUNDROMAT,1,M3_1,2025-09-03 20:39:34,LG6400,2794.86,1232.64,1043.08,519.13,0.97,0.99,0.96,0.96,219.99,215.58,232.69,211.69,4.33,5.79,4.66,2.56,50.28,2723.17,149.02,0,118.98,0.12,3.55,1.67,7.66,6.36,1.45
LAUNDROMAT,2,M3_2,2025-09-03 20:39:34,LG6400,1365.03,326.61,508.85,529.57,0.97,0.96,0.96,1,223.58,228.39,224.90,217.45,2.10,1.49,2.36,2.45,50.25,2472.18,139.39,0,167.91,3.03,1.91,4.59,6,6.21,3.44
LAUNDROMAT,1,M3_1,2025-09-03 20:39:39,LG6400,2039.12,1270.11,690.24,78.76,0.97,0.97,0.98,0.96,225.24,216.13,227.52,232.08,3.17,6.05,3.10,0.35,49.86,2724.22,149.05,0,119.01,1.10,0.22,3.97,4.55,0.91,6.18
LAUNDROMAT,2,M3_2,2025-09-03 20:39:39,LG6400,3072.74,1364.11,846.34,862.29,0.97,0.99,0.96,0.96,219.90,237.52,211.57,210.62,4.74,5.79,4.17,4.26,49.61,2473.54,139.43,0,167.93,0.32,2,3.84,2.97,5.19,7.78
LAUNDROMAT,1,M3_1,2025-09-03 20:39:44,LG6400,2209.44,637.86,1337.79,233.78,0.98,1,0.97,0.96,229.38,228.25,228.04,231.86,3.30,2.80,6.04,1.05,50.41,2729.13,149.09,0,119.04,1.99,0.63,2.27,0.17,5.84,5.78
LAUNDROMAT,2,M3_2,2025-09-03 20:39:44,LG6400,2020.20,20.35,750.23,1249.62,0.97,0.96,0.98,0.97,225.43,222.74,217.71,235.86,3.01,0.09,3.51,5.44,49.94,2478.32,139.44,0,167.96,1.23,0.31,1.14,5.92,6.90,4.61
LAUNDROMAT,1,M3_1,2025-09-03 20:39:49,LG6400,3569.29,1296.40,1110.51,1162.38,0.97,0.99,0.96,0.95,220.53,237.32,214.02,210.24,5.57,5.50,5.42,5.79,50.29,2733.74,149.14,1,119.09,3.57,2.85,1.63,7.14,4.24,1.18
LAUNDROMAT,2,M3_2,2025-09-03 20:39:49,LG6400,1972.14,379.12,689.25,903.76,0.97,0.99,0.96,0.97,213.63,214.36,213.27,213.28,3.18,1.79,3.38,4.37,50.21,2479.74,139.47,1,167.98,1.38,4.58,1.70,0.13,2.58,1.87
LAUNDROMAT,1,M3_1,2025-09-03 20:39:54,LG6400,1350.64,929.78,197.01,223.86,0.97,0.97,0.97,0.97,218.13,212.88,210.46,231.04,2.15,4.49,0.97,1,50.47,2737.95,149.19,1,119.14,2.69,0.20,0.73,0.41,0.13,3.70
LAUNDROMAT,2,M3_2,2025-09-03 20:39:54,LG6400,3206.11,1043.91,1365.96,796.24,0.96,0.97,0.96,0.96,234.66,228.89,239.80,235.28,4.73,4.70,5.95,3.53,49.64,2481.01,139.50,0,168.03,0.57,3.38,3.30,1.52,5.35,0.72
LAUNDROMAT,1,M3_1,2025-09-03 20:39:59,LG6400,1147.05,508.88,83.11,555.06,0.97,0.97,0.97,0.96,230.35,217.50,235.07,238.48,1.73,2.42,0.37,2.41,50.32,2739.83,149.23,0,119.18,1.28,2.60,1.78,3.99,7.72,3.52
LAUNDROMAT,2,M3_2,2025-09-03 20:39:59,LG6400,1955.79,968.04,233.98,753.78,0.98,0.97,0.99,0.98,227.29,221.83,234.84,225.21,2.98,4.52,1.01,3.42,50.02,2485.62,139.52,0,168.04,1.79,1.90,3.49,7.37,0.99,2.24
LAUNDROMAT,1,M3_1,2025-09-03 20:40:04,LG6400,2011.18,723.65,503.05,784.47,0.98,0.97,0.99,0.99,230.70,223.56,235.54,233,2.97,3.35,2.16,3.40,50.18,2743.45,149.25,0,119.21,1.89,2.78,0.49,2.06,5.11,4.01
LAUNDROMAT,2,M3_2,2025-09-03 20:40:04,LG6400,1219.18,583.33,425.41,210.43,0.97,0.95,0.98,0.97,218.05,214.55,220.37,219.25,1.93,2.85,1.96,0.98,49.77,2486.67,139.55,1,168.06,0.53,2.37,3.89,2.09,6.78,2.11
LAUNDROMAT,1,M3_1,2025-09-03 20:40:09,LG6400,1012.97,491.80,85.39,435.78,1,0.99,1,1,216.24,215.92,219.16,213.65,1.58,2.30,0.39,2.04,49.89,2748.21,149.27,0,119.25,4.28,4.62,1.75,2.44,0.55,0.28
LAUNDROMAT,2,M3_2,2025-09-03 20:40:09,LG6400,1226.69,887.65,175.48,163.56,0.97,0.96,0.99,0.96,229.04,219.62,228.31,239.20,1.90,4.22,0.78,0.71,50.50,2491.55,139.59,0,168.10,0.27,3.51,2.51,4.12,7.61,5.80
LAUNDROMAT,1,M3_1,2025-09-03 20:40:14,LG6400,2235.21,880.07,1254.22,100.91,0.97,0.95,0.96,0.99,222.84,228.27,215.47,224.77,3.52,4.04,6.06,0.45,50.38,2750.37,149.31,1,119.29,4.14,0.02,1.58,4.97,3.94,0.75
LAUNDROMAT,2,M3_2,2025-09-03 20:40:14,LG6400,3072.98,1088.77,630.84,1353.37,0.97,0.96,0.98,0.95,225.39,236.75,213.67,225.74,4.69,4.77,3.01,6.29,50.25,2495.06,139.63,0,168.13,0.21,3.20,4.83,0.51,0.59,0.26
LAUNDROMAT,1,M3_1,2025-09-03 20:40:19,LG6400,2080.29,368.41,755.48,956.39,0.99,0.99,0.98,0.99,221.58,228.32,220.68,215.75,3.20,1.63,3.48,4.49,50.47,2753.50,149.34,1,119.31,2.32,0.08,0.58,3.23,0.10,5.64
LAUNDROMAT,2,M3_2,2025-09-03 20:40:19,LG6400,1486.61,452.97,152.36,881.28,0.97,0.97,0.98,0.96,228.23,235.06,210.64,238.99,2.19,1.99,0.74,3.86,49.73,2498.72,139.65,1,168.16,1.17,3.53,2.45,0.31,1.71,3.29
LAUNDROMAT,1,M3_1,2025-09-03 20:40:24,LG6400,1192.57,676.17,38.56,477.84,0.98,0.96,1,0.99,223.47,217.10,222.25,231.08,1.84,3.24,0.17,2.09,50.40,2755.84,149.39,1,119.34,3.54,1.74,3.38,5.20,0.53,4.25
LAUNDROMAT,2,M3_2,2025-09-03 20:40:24,LG6400,2857.31,994.01,1155.30,708,0.98,0.98,0.96,1,227.28,231.39,235.98,214.48,4.25,4.37,5.09,3.30,49.90,2501.42,139.66,1,168.19,4.36,0.39,0.88,0.96,1.76,3.87
LAUNDROMAT,1,M3_1,2025-09-03 20:40:29,LG6400,1204.04,197.40,878.25,128.39,0.97,0.97,0.96,0.98,227.65,237.19,216.87,228.90,1.88,0.86,4.21,0.57,49.77,2757.47,149.43,0,119.37,4.99,0.67,1.56,6.39,3.11,3.20
LAUNDROMAT,2,M3_2,2025-09-03 20:40:29,LG6400,2322.50,135.46,1086.08,1100.96,0.96,0.96,0.97,0.96,227.40,227,216.30,238.91,3.53,0.62,5.17,4.79,49.76,2505.44,139.68,1,168.22,1.16,3.26,4.91,0.06,5.08,7.33
LAUNDROMAT,1,M3_1,2025-09-03 20:40:34,LG6400,2688.78,981.68,744.76,962.35,0.96,0.96,0.96,0.95,225.35,232.80,220.69,222.55,4.15,4.39,3.53,4.54,49.87,2758.95,149.44,0,119.39,2.11,3.75,0.93,3.81,4.23,6.34
LAUNDROMAT,2,M3_2,2025-09-03 20:40:34,LG6400,1084.71,765.65,298.79,20.26,0.98,0.98,0.97,0.99,233.01,224.22,235.62,239.18,1.62,3.48,1.31,0.09,50.45,2506.70,139.70,0,168.24,4.30,3.65,4.32,0.11,2.91,2.70
LAUNDROMAT,1,M3_1,2025-09-03 20:40:39,LG6400,1360.93,598.58,738.35,24,0.99,0.99,0.99,0.98,224.03,220.09,225.77,226.24,2.05,2.74,3.30,0.11,49.73,2761.69,149.47,0,119.41,3.40,3.01,3.06,6.67,2.35,4.86
LAUNDROMAT,2,M3_2,2025-09-03 20:40:39,LG6400,783.81,303.20,41.59,439.02,0.98,1,0.97,0.97,222.19,225.94,217.24,223.38,1.19,1.35,0.20,2.02,50.30,2510.64,139.71,0,168.29,2.56,3.11,3.22,6.38,1.24,5.65
LAUNDROMAT,1,M3_1,2025-09-03 20:40:44,LG6400,1477.47,563.78,513.82,399.87,0.97,0.95,0.98,0.97,216.70,217.58,217.12,215.42,2.35,2.71,2.42,1.91,50.43,2762.73,149.50,1,119.44,1.77,2.59,0.48,5.79,5.33,3.76
LAUNDROMAT,2,M3_2,2025-09-03 20:40:44,LG6400,3587.55,1155.59,1104.73,1327.23,0.99,0.98,1,0.98,223.70,220.14,236.72,214.24,5.44,5.33,4.69,6.29,49.63,2514.94,139.73,0,168.32,4.96,3.31,2.39,7.15,7.04,4.84
LAUNDROMAT,1,M3_1,2025-09-03 20:40:49,LG6400,2562.32,175.15,1186.01,1201.15,0.98,0.97,0.97,1,228.87,233.46,216.52,236.62,3.84,0.77,5.67,5.08,50.15,2766.25,149.53,0,119.45,1.46,0.34,2.52,1,4.52,3.92
LAUNDROMAT,2,M3_2,2025-09-03 20:40:49,LG6400,1492.01,348.17,1055.88,87.96,0.96,0.97,0.96,0.95,222.83,232.17,222.94,213.37,2.30,1.54,4.92,0.43,49.61,2516.31,139.74,0,168.34,3.94,4.48,4.27,3.39,4.87,0.18
LAUNDROMAT,1,M3_1,2025-09-03 20:40:54,LG6400,3607.88,1014.28,1271.64,1321.96,0.98,0.99,0.98,0.96,223.52,222.86,216.09,231.61,5.51,4.58,6,5.96,49.54,2768.46,149.58,1,119.49,0.68,4.80,3.32,1.60,0.90,1.76
LAUNDROMAT,2,M3_2,2025-09-03 20:40:54,LG6400,2907.44,1362.39,985.85,559.20,0.98,1,0.96,0.98,231.07,231.61,237.02,224.59,4.26,5.89,4.34,2.55,50.34,2519.09,139.78,1,168.37,3.47,0.94,1.91,7.04,6.67,1.85
LAUNDROMAT,1,M3_1,2025-09-03 20:40:59,LG6400,1408.87,443.85,664.89,300.13,0.98,0.98,0.97,0.98,220.44,212.38,224.39,224.56,2.18,2.12,3.05,1.37,49.93,2771.24,149.61,1,119.53,0.16,4.42,2.01,6.65,4.37,4.76
LAUNDROMAT,2,M3_2,2025-09-03 20:40:59,LG6400,2123.57,1161.64,244.16,717.78,0.98,0.99,0.98,0.98,222.77,232.04,219.72,216.54,3.19,5.05,1.13,3.38,49.93,2523.64,139.80,0,168.39,4,0.35,4.67,7.54,7.86,2.92
LAUNDROMAT,1,M3_1,2025-09-03 20:41:04,LG6400,1687.94,372.41,161.27,1154.26,0.98,0.98,0.99,0.96,230.99,226.28,239.39,227.30,2.55,1.68,0.68,5.29,49.94,2775.40,149.65,1,119.54,1.24,4.20,3.75,5.16,7.50,4.99
LAUNDROMAT,2,M3_2,2025-09-03 20:41:04,LG6400,1934.33,378.69,602.31,953.33,0.99,0.99,1,0.99,224.74,224.10,214.27,235.85,2.87,1.71,2.82,4.09,50.13,2527.84,139.82,1,168.40,2.34,4.25,2.12,6.68,4.97,0.72
LAUNDROMAT,1,M3_1,2025-09-03 20:41:09,LG6400,2843.57,410.27,1301.39,1131.91,0.98,0.99,1,0.96,229.06,228.42,236.61,222.14,4.21,1.82,5.51,5.29,49.62,2778.63,149.69,0,119.59,0.56,2.06,2.72,7.31,0.75,1.44
LAUNDROMAT,2,M3_2,2025-09-03 20:41:09,LG6400,2463.05,1340.30,1028.39,94.36,0.97,0.97,0.98,0.97,228.86,235.45,233.13,218,3.60,5.87,4.48,0.45,50.39,2529.53,139.83,0,168.44,1.15,4.26,4.89,3.52,4.19,4.66
LAUNDROMAT,1,M3_1,2025-09-03 20:41:14,LG6400,2579.58,1072.41,1249.55,257.62,0.97,0.99,0.97,0.96,229.97,220.31,231.73,237.88,3.87,4.92,5.56,1.13,49.66,2781.50,149.72,1,119.62,1.41,1.01,2.58,3.55,0.79,1.03
LAUNDROMAT,2,M3_2,2025-09-03 20:41:14,LG6400,1849.23,774.33,784.23,290.67,0.99,0.98,0.99,0.99,226.28,215.05,234.24,229.56,2.78,3.69,3.38,1.27,49.82,2532.86,139.86,1,168.48,1.16,4.34,1.72,2.45,4.24,5.80
LAUNDROMAT,1,M3_1,2025-09-03 20:41:19,LG6400,1103.33,78.51,67,957.82,0.98,0.99,0.97,0.99,222.45,218.32,223.42,225.61,1.66,0.36,0.31,4.29,49.60,2785.39,149.75,0,119.66,4.56,0.33,1.53,2.99,1.10,3.11
LAUNDROMAT,2,M3_2,2025-09-03 20:41:19,LG6400,2217.87,706.16,974.99,536.72,0.98,0.99,0.96,0.98,224.46,218.73,215.40,239.26,3.42,3.27,4.70,2.30,50.24,2536.54,139.88,1,168.49,4.27,1.15,2.02,7.28,0.85,0.77
LAUNDROMAT,1,M3_1,2025-09-03 20:41:24,LG6400,1662.59,1075.69,573.24,13.66,0.98,0.95,0.99,1,222.38,212.13,222.04,232.97,2.66,5.32,2.62,0.06,50.07,2786.93,149.77,1,119.70,2.49,4.41,2.14,2.77,3.46,3.23
LAUNDROMAT,2,M3_2,2025-09-03 20:41:24,LG6400,2462.88,308.36,1041.35,1113.17,0.98,0.99,0.97,0.97,215.87,215.24,216.82,215.55,3.91,1.45,4.96,5.32,50.37,2541.24,139.90,0,168.54,3.18,2.92,0,3.89,1.84,6.24
LAUNDROMAT,1,M3_1,2025-09-03 20:41:29,LG6400,1973.08,518.39,160.42,1294.27,0.96,0.97,0.96,0.96,223.18,228.68,226.18,214.67,3.11,2.33,0.74,6.26,50.27,2788.77,149.79,1,119.72,2.99,4.99,2.11,1.51,6.53,6.17
LAUNDROMAT,2,M3_2,2025-09-03 20:41:29,LG6400,2058.03,396.18,755.76,906.10,0.98,0.98,0.98,1,220.58,236.66,214.39,210.68,3.21,1.71,3.61,4.32,49.64,2542.39,139.92,1,168.59,2.32,2.60,1.73,3.02,4.25,4.40
LAUNDROMAT,1,M3_1,2025-09-03 20:41:34,LG6400,1968.58,774.60,370.16,823.82,0.98,0.99,0.97,0.97,226.76,225,237.70,217.59,2.99,3.46,1.61,3.91,50.23,2792.26,149.82,1,119.75,0.10,1.09,2.06,2.74,4.15,3.06
LAUNDROMAT,2,M3_2,2025-09-03 20:41:34,LG6400,2100.68,307.77,734.19,1058.73,0.99,0.98,1,1,230.81,215.03,238.91,238.47,3,1.46,3.08,4.45,49.85,2546.99,139.94,1,168.63,4.51,2.58,3.94,4.24,6.37,3.50
LAUNDROMAT,1,M3_1,2025-09-03 20:41:39,LG6400,1549.75,683.46,149.74,716.55,0.98,0.99,0.96,0.98,223.70,225.10,235.91,210.09,2.40,3.06,0.66,3.49,50.29,2795.40,149.84,0,119.79,0.20,0.17,3.37,7.12,1.56,4.95
LAUNDROMAT,2,M3_2,2025-09-03 20:41:39,LG6400,3132,1283.50,1219.89,628.61,0.99,0.98,0.99,1,230.13,228.31,237.70,224.38,4.58,5.73,5.18,2.82,50.10,2549.67,139.99,1,168.65,4.50,1.32,3.08,6.30,4.46,4.38
LAUNDROMAT,1,M3_1,2025-09-03 20:41:44,LG6400,674.70,462.22,160.34,52.14,0.98,0.97,1,0.98,223.82,225.88,234.97,210.62,1.01,2.11,0.68,0.25,49.93,2797.56,149.87,0,119.81,4.07,0.03,3.82,3.04,3.04,3.85
LAUNDROMAT,2,M3_2,2025-09-03 20:41:44,LG6400,1582.25,608.87,286.67,686.71,0.98,0.96,0.98,0.98,225.02,224.83,213,237.23,2.38,2.83,1.37,2.94,49.53,2551.64,140,0,168.68,3.76,2.93,3.90,6.30,3.54,5.39
LAUNDROMAT,1,M3_1,2025-09-03 20:41:49,LG6400,3445.89,1288,962.81,1195.08,0.98,0.96,0.97,1,220.41,214.63,232,214.59,5.37,6.25,4.28,5.59,49.57,2798.82,149.92,0,119.83,3.20,0.28,1.01,7.61,4.09,3.83
LAUNDROMAT,2,M3_2,2025-09-03 20:41:49,LG6400,2413.99,352.85,1101.15,959.99,0.97,0.96,0.98,0.97,219.73,210.31,219.58,229.31,3.72,1.75,5.10,4.30,50.07,2555.58,140.03,1,168.69,1.36,2.27,1.71,6.91,0.50,5.42
LAUNDROMAT,1,M3_1,2025-09-03 20:41:54,LG6400,2372.78,808.70,801.04,763.04,0.97,0.99,0.95,0.98,231.14,218.92,238.75,235.75,3.53,3.74,3.52,3.31,49.72,2802.44,149.96,0,119.86,1.94,2.83,1.06,1.74,7.49,4.87
LAUNDROMAT,2,M3_2,2025-09-03 20:41:54,LG6400,1292.10,546.34,637.72,108.04,0.97,0.97,0.98,0.95,224.91,218.01,232.48,224.25,1.96,2.58,2.81,0.51,50,2559.37,140.07,1,168.73,2.68,2.04,3.97,6.20,2.48,6.77
LAUNDROMAT,1,M3_1,2025-09-03 20:41:59,LG6400,2205.91,1145.26,788.50,272.14,0.97,0.98,0.96,0.96,227.71,236.45,232.63,214.06,3.27,4.94,3.53,1.33,50.43,2803.65,149.97,0,119.91,3.24,2.88,2.03,6.68,6.23,5.08
LAUNDROMAT,2,M3_2,2025-09-03 20:41:59,LG6400,1620.97,226.81,629.80,764.36,0.98,0.97,0.98,0.99,219.57,227.14,218.17,213.41,2.53,1.03,2.95,3.62,50.35,2563.76,140.10,1,168.75,4.82,0.64,2.13,6.49,7.98,0.01
LAUNDROMAT,1,M3_1,2025-09-03 20:42:04,LG6400,1312.27,219.72,979.63,112.92,0.99,0.98,1,0.98,225.05,227.87,216.67,230.62,2,0.98,4.53,0.50,49.70,2805.31,150,1,119.94,1.82,2.89,1.93,3.91,7.85,0.21
LAUNDROMAT,2,M3_2,2025-09-03 20:42:04,LG6400,2665.61,1167.89,474.07,1023.65,0.99,1,0.97,1,220.21,212.56,210.34,237.73,4.05,5.52,2.31,4.32,49.67,2567.56,140.13,1,168.77,4.06,1.98,2.18,1.71,3.91,7.73
LAUNDROMAT,1,M3_1,2025-09-03 20:42:09,LG6400,1382.13,660.03,556.53,165.57,0.98,0.96,0.99,1,227.37,234.45,236.75,210.92,2.03,2.93,2.38,0.79,49.89,2809.45,150.04,1,119.99,3.96,4.13,1.46,3.20,4.50,3.96
LAUNDROMAT,2,M3_2,2025-09-03 20:42:09,LG6400,2426.14,481.05,853.56,1091.53,0.97,0.96,0.98,0.97,219.97,212.76,227.97,219.19,3.78,2.36,3.84,5.13,50.26,2570.83,140.17,0,168.79,4.86,4.12,0.94,2.39,2.05,2.99
LAUNDROMAT,1,M3_1,2025-09-03 20:42:14,LG6400,1671.88,228.80,443.60,999.48,0.97,0.97,0.96,0.98,218.47,215.61,216.71,223.10,2.61,1.10,2.13,4.59,49.65,2810.90,150.08,0,120.02,3.88,3.36,4.69,0.72,4.90,5.81
LAUNDROMAT,2,M3_2,2025-09-03 20:42:14,LG6400,1004.54,14.59,621.25,368.70,0.99,0.99,0.98,0.99,226.26,228.34,226.60,223.85,1.51,0.06,2.80,1.66,49.71,2572.32,140.21,0,168.81,3.98,4.82,0.52,2.90,5.52,6.16
LAUNDROMAT,1,M3_1,2025-09-03 20:42:19,LG6400,2238.07,889.02,1068.48,280.58,0.97,0.97,0.95,0.98,216.77,225.11,210.40,214.81,3.58,4.06,5.34,1.33,49.96,2815.47,150.13,0,120.03,3.97,3.69,4.16,7.02,3.96,5.04
LAUNDROMAT,2,M3_2,2025-09-03 20:42:19,LG6400,2661.95,1359.81,721.62,580.51,0.98,1,0.96,0.97,228.67,234.29,237.02,214.71,3.92,5.82,3.16,2.80,49.64,2577.13,140.24,1,168.83,2.01,1.73,1.19,6.63,0.30,7.81
LAUNDROMAT,1,M3_1,2025-09-03 20:42:24,LG6400,1757.06,175.16,992.31,589.58,0.97,0.99,0.96,0.96,222.77,236,211.04,221.28,2.81,0.75,4.90,2.77,49.77,2818,150.17,0,120.06,1.06,3.13,3.11,2.66,3.21,4.19
LAUNDROMAT,2,M3_2,2025-09-03 20:42:24,LG6400,1979.56,1427.14,137.07,415.34,0.97,0.97,0.97,0.96,223.39,234.95,212.22,222.98,2.96,6.28,0.66,1.95,50.35,2580.54,140.25,0,168.86,4.08,2.11,4.16,7.31,3.16,0.55
LAUNDROMAT,1,M3_1,2025-09-03 20:42:29,LG6400,2583.80,1145.46,806.58,631.76,0.98,0.95,1,0.98,231.65,233.87,237.20,223.87,3.81,5.14,3.41,2.89,50.42,2822.15,150.21,0,120.08,0.16,4.13,4.12,0.17,5.42,6.15
LAUNDROMAT,2,M3_2,2025-09-03 20:42:29,LG6400,2726.99,1434.58,776.60,515.81,0.98,0.99,0.97,0.99,237.16,236.02,238.89,236.56,3.90,6.15,3.34,2.21,49.89,2582.56,140.30,1,168.87,4.99,3.89,4.01,5.18,3.67,4.33
LAUNDROMAT,1,M3_1,2025-09-03 20:42:34,LG6400,2734.62,343.28,1460.92,930.42,0.99,0.98,0.99,0.99,230,231.45,238.91,219.64,3.99,1.51,6.20,4.27,50.48,2825.75,150.23,0,120.13,3.46,1.87,2.08,5.41,6.54,0.37
LAUNDROMAT,2,M3_2,2025-09-03 20:42:34,LG6400,2296.78,1367.47,580.77,348.54,0.99,0.99,0.98,0.99,220.81,224.16,223.06,215.22,3.48,6.15,2.67,1.63,49.69,2587.24,140.33,0,168.89,0.18,4.01,4.33,7.95,2.39,6.86
LAUNDROMAT,1,M3_1,2025-09-03 20:42:39,LG6400,1368.59,152.94,489.38,726.27,0.99,0.99,0.97,1,222.58,219.03,236.44,212.29,2.09,0.70,2.14,3.44,49.86,2830.18,150.24,1,120.16,4.74,0.71,2.68,0.16,4.95,4.37
LAUNDROMAT,2,M3_2,2025-09-03 20:42:39,LG6400,1287.54,362.03,125.54,799.97,0.98,0.97,0.99,0.97,227.91,228.86,227.34,227.54,1.94,1.64,0.56,3.61,50.04,2590.47,140.35,0,168.94,0.83,4.58,4.84,3.35,2.90,0.06
LAUNDROMAT,1,M3_1,2025-09-03 20:42:45,LG6400,2104.95,611.27,329.84,1163.85,0.99,1,0.99,0.96,228.41,235.69,226.85,222.68,3.16,2.60,1.47,5.42,49.62,2834.97,150.26,0,120.18,4.73,3.82,0.51,7.56,4.72,5.02
LAUNDROMAT,2,M3_2,2025-09-03 20:42:45,LG6400,1453.97,327.67,917.46,208.85,0.98,0.97,0.98,0.99,218.50,232.13,210.23,213.16,2.31,1.46,4.47,0.99,49.67,2594.16,140.39,1,168.95,0.54,2.55,1.63,7.31,5.40,6.45
LAUNDROMAT,1,M3_1,2025-09-03 20:42:50,LG6400,2092.17,325.45,950.43,816.29,0.96,0.96,0.96,0.96,228.36,216.31,239.25,229.52,3.14,1.57,4.14,3.70,50.30,2839.69,150.29,1,120.22,2.83,4.59,0.12,1.02,3.67,6.62
LAUNDROMAT,2,M3_2,2025-09-03 20:42:50,LG6400,1811.29,1056.40,6.16,748.74,0.98,0.97,0.97,1,233.96,232.29,237.32,232.27,2.66,4.71,0.03,3.23,50.09,2596.91,140.40,1,168.98,3.68,2.64,2.14,7.16,1.88,2.15
LAUNDROMAT,1,M3_1,2025-09-03 20:42:55,LG6400,2114.85,526.77,596.43,991.64,0.98,0.96,0.99,0.99,232.04,237.67,235.33,223.13,3.12,2.30,2.56,4.49,49.79,2841.46,150.30,1,120.27,2.83,1.70,3.69,7.63,3.38,1.18
LAUNDROMAT,2,M3_2,2025-09-03 20:42:55,LG6400,1405.91,506.76,898.68,0.47,0.98,0.97,0.98,0.99,218.47,213.78,211.71,229.92,2.26,2.45,4.31,0,49.79,2598.18,140.43,1,169.02,4.54,2.83,1.85,2.01,4.79,3.11
LAUNDROMAT,1,M3_1,2025-09-03 20:43:00,LG6400,1973.33,980.86,680.33,312.14,0.98,0.98,0.97,0.99,222.34,228.62,213.29,225.12,3.03,4.40,3.28,1.40,50.20,2845.55,150.31,1,120.31,0.24,4.25,2.86,7.49,6.63,6.57
LAUNDROMAT,2,M3_2,2025-09-03 20:43:00,LG6400,1392.72,1190.76,106.46,95.49,0.98,0.98,0.96,0.99,229.46,236.44,227.12,224.83,2.02,5.15,0.49,0.43,50.40,2600.74,140.47,1,169.03,4.61,1.79,2.12,5.52,3.37,2.99
LAUNDROMAT,1,M3_1,2025-09-03 20:43:05,LG6400,3015.13,1073.64,1385.38,556.11,0.97,0.97,0.95,0.98,232.16,227.37,234.01,235.11,4.50,4.85,6.22,2.42,49.81,2847.44,150.33,1,120.35,3.05,3.47,0.58,2.36,4.47,0.94
LAUNDROMAT,2,M3_2,2025-09-03 20:43:05,LG6400,1859.41,607.49,985.52,266.40,0.97,0.97,0.96,0.97,218.95,219.90,221.23,215.73,2.92,2.84,4.63,1.28,50.39,2603.04,140.48,0,169.06,4.32,0.55,1.94,4.52,6.22,2.36
LAUNDROMAT,1,M3_1,2025-09-03 20:43:10,LG6400,1633.82,468.98,313.08,851.75,0.97,0.95,0.98,0.98,219.77,218.03,220.09,221.19,2.55,2.26,1.45,3.94,49.99,2849.99,150.35,0,120.38,0.75,0.91,2.48,4.99,7.52,3.43
LAUNDROMAT,2,M3_2,2025-09-03 20:43:10,LG6400,2348.26,996.53,1291.14,60.59,0.97,0.99,0.97,0.96,229.92,234.36,217.91,237.50,3.55,4.29,6.08,0.27,49.94,2605.34,140.50,1,169.08,1.82,3.41,4.10,3.42,3.70,6.23
LAUNDROMAT,1,M3_1,2025-09-03 20:43:15,LG6400,1984.60,1335.54,554.46,94.60,0.97,0.98,0.96,0.98,231.99,224.38,234.95,236.63,2.98,6.05,2.47,0.41,50.34,2853.75,150.37,1,120.42,1.77,0.41,4.20,1.49,1.93,2.48
LAUNDROMAT,2,M3_2,2025-09-03 20:43:15,LG6400,2141.77,1095.91,406.87,638.98,0.96,0.95,0.95,0.99,224.37,219.24,215.81,238.07,3.31,5.24,1.98,2.72,49.59,2609.37,140.54,0,169.12,2.63,1.84,1.32,5.62,3.78,3.95
LAUNDROMAT,1,M3_1,2025-09-03 20:43:20,LG6400,1891.02,1245.40,38.69,606.93,0.97,0.97,0.95,1,217.53,221.93,218.11,212.54,2.94,5.78,0.19,2.87,50.45,2855.94,150.41,0,120.46,3.04,4.10,4.92,0.39,2.48,7.09
